Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,5' UTR start,5' UTR end,3' UTR start,3' UTR end,CDS Length,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Transcript start (bp),Transcript end (bp),Gene type,Strand
ENSG00000273916,ENSG00000273916.4,ENST00000615651,ENST00000615651.1,,,,,594,54850138,54857077,CHR_HSCHR19LRC_LRC_T_CTG3_1,54850176,54856869,protein_coding,1
ENSG00000273916,ENSG00000273916.4,ENST00000615651,ENST00000615651.1,,,,,594,54850138,54857077,CHR_HSCHR19LRC_LRC_T_CTG3_1,54850176,54856869,protein_coding,1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,54173560,54173691,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000276260,ENSG00000276260.1,ENST00000619470,ENST00000619470.1,,,54160649,54160789,2139,54160649,54173691,CHR_HSCHR19LRC_COX2_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000274504,ENSG00000274504.1,ENST00000613935,ENST00000613935.1,55006966,55007215,,,783,54988322,55007215,CHR_HSCHR19LRC_LRC_T_CTG3_1,54988322,55007215,protein_coding,-1
ENSG00000274504,ENSG00000274504.1,ENST00000613935,ENST00000613935.1,55003155,55003273,,,783,54988322,55007215,CHR_HSCHR19LRC_LRC_T_CTG3_1,54988322,55007215,protein_coding,-1
ENSG00000274504,ENSG00000274504.1,ENST00000613935,ENST00000613935.1,55000778,55000806,,,783,54988322,55007215,CHR_HSCHR19LRC_LRC_T_CTG3_1,54988322,55007215,protein_coding,-1
ENSG00000274504,ENSG00000274504.1,ENST00000613935,ENST00000613935.1,,,,,783,54988322,55007215,CHR_HSCHR19LRC_LRC_T_CTG3_1,54988322,55007215,protein_coding,-1
ENSG00000274504,ENSG00000274504.1,ENST00000613935,ENST00000613935.1,,,,,783,54988322,55007215,CHR_HSCHR19LRC_LRC_T_CTG3_1,54988322,55007215,protein_coding,-1
ENSG00000274504,ENSG00000274504.1,ENST00000613935,ENST00000613935.1,,,,,783,54988322,55007215,CHR_HSCHR19LRC_LRC_T_CTG3_1,54988322,55007215,protein_coding,-1
ENSG00000274504,ENSG00000274504.1,ENST00000613935,ENST00000613935.1,,,54988322,54989071,783,54988322,55007215,CHR_HSCHR19LRC_LRC_T_CTG3_1,54988322,55007215,protein_coding,-1
ENSG00000277457,ENSG00000277457.1,ENST00000616816,ENST00000616816.1,54160180,54160192,,,795,54156127,54160192,CHR_HSCHR19LRC_LRC_S_CTG3_1,54156127,54160192,protein_coding,-1
ENSG00000277457,ENSG00000277457.1,ENST00000616816,ENST00000616816.1,,,,,795,54156127,54160192,CHR_HSCHR19LRC_LRC_S_CTG3_1,54156127,54160192,protein_coding,-1
ENSG00000277457,ENSG00000277457.1,ENST00000616816,ENST00000616816.1,,,,,795,54156127,54160192,CHR_HSCHR19LRC_LRC_S_CTG3_1,54156127,54160192,protein_coding,-1
ENSG00000277457,ENSG00000277457.1,ENST00000616816,ENST00000616816.1,,,54156127,54156204,795,54156127,54160192,CHR_HSCHR19LRC_LRC_S_CTG3_1,54156127,54160192,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,54173560,54173691,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,,,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000277996,ENSG00000277996.1,ENST00000613354,ENST00000613354.1,,,54160649,54160789,2139,54160649,54173691,CHR_HSCHR19LRC_LRC_S_CTG3_1,54160649,54173691,protein_coding,-1
ENSG00000278365,ENSG00000278365.1,ENST00000617282,ENST00000617282.1,54102906,54102932,,,255,54102906,54107026,CHR_HSCHR19LRC_LRC_S_CTG3_1,54102906,54107026,protein_coding,1
ENSG00000278365,ENSG00000278365.1,ENST00000617282,ENST00000617282.1,,,,,255,54102906,54107026,CHR_HSCHR19LRC_LRC_S_CTG3_1,54102906,54107026,protein_coding,1
ENSG00000278365,ENSG00000278365.1,ENST00000617282,ENST00000617282.1,,,,,255,54102906,54107026,CHR_HSCHR19LRC_LRC_S_CTG3_1,54102906,54107026,protein_coding,1
ENSG00000278365,ENSG00000278365.1,ENST00000617282,ENST00000617282.1,,,54106956,54107026,255,54102906,54107026,CHR_HSCHR19LRC_LRC_S_CTG3_1,54102906,54107026,protein_coding,1
ENSG00000277722,ENSG00000277722.1,ENST00000621307,ENST00000621307.1,54102906,54102932,,,255,54102906,54107026,CHR_HSCHR19LRC_PGF2_CTG3_1,54102906,54107026,protein_coding,1
ENSG00000277722,ENSG00000277722.1,ENST00000621307,ENST00000621307.1,,,,,255,54102906,54107026,CHR_HSCHR19LRC_PGF2_CTG3_1,54102906,54107026,protein_coding,1
ENSG00000277722,ENSG00000277722.1,ENST00000621307,ENST00000621307.1,,,,,255,54102906,54107026,CHR_HSCHR19LRC_PGF2_CTG3_1,54102906,54107026,protein_coding,1
ENSG00000277722,ENSG00000277722.1,ENST00000621307,ENST00000621307.1,,,54106956,54107026,255,54102906,54107026,CHR_HSCHR19LRC_PGF2_CTG3_1,54102906,54107026,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,54138182,54138455,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,54143411,54143460,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000616910,ENST00000616910.4,,,54155892,54156191,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54138182,54156191,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,54141858,54143460,,,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000613528,ENST00000613528.4,,,54155892,54156164,2262,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54141858,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,,,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,,,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,,,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,,,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,,,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,,,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,,,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,,,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,54144487,54144616,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,54144719,54144814,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,54146024,54146139,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,,,,,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,,,54153989,54154323,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000277615,ENSG00000277615.4,ENST00000611667,ENST00000611667.1,,,54155793,54156164,1716,54138182,54156191,CHR_HSCHR19LRC_PGF2_CTG3_1,54144487,54156164,protein_coding,1
ENSG00000267954,ENSG00000267954.2,ENST00000598975,ENST00000598975.2,,,,,747,23782283,23783958,CHR_HSCHR22_1_CTG7,23782283,23783958,protein_coding,-1
ENSG00000267954,ENSG00000267954.2,ENST00000598975,ENST00000598975.2,,,,,747,23782283,23783958,CHR_HSCHR22_1_CTG7,23782283,23783958,protein_coding,-1
ENSG00000267954,ENSG00000267954.2,ENST00000598975,ENST00000598975.2,,,,,747,23782283,23783958,CHR_HSCHR22_1_CTG7,23782283,23783958,protein_coding,-1
ENSG00000278257,ENSG00000278257.1,ENST00000621285,ENST00000621285.1,54160180,54160192,,,795,54156127,54160192,CHR_HSCHR19LRC_PGF2_CTG3_1,54156127,54160192,protein_coding,-1
ENSG00000278257,ENSG00000278257.1,ENST00000621285,ENST00000621285.1,,,,,795,54156127,54160192,CHR_HSCHR19LRC_PGF2_CTG3_1,54156127,54160192,protein_coding,-1
ENSG00000278257,ENSG00000278257.1,ENST00000621285,ENST00000621285.1,,,,,795,54156127,54160192,CHR_HSCHR19LRC_PGF2_CTG3_1,54156127,54160192,protein_coding,-1
ENSG00000278257,ENSG00000278257.1,ENST00000621285,ENST00000621285.1,,,54156127,54156204,795,54156127,54160192,CHR_HSCHR19LRC_PGF2_CTG3_1,54156127,54160192,protein_coding,-1
ENSG00000276022,ENSG00000276022.1,ENST00000611935,ENST00000611935.1,54115396,54115801,,,762,54107066,54115801,CHR_HSCHR19LRC_PGF2_CTG3_1,54107066,54115801,protein_coding,-1
ENSG00000276022,ENSG00000276022.1,ENST00000611935,ENST00000611935.1,,,,,762,54107066,54115801,CHR_HSCHR19LRC_PGF2_CTG3_1,54107066,54115801,protein_coding,-1
ENSG00000276022,ENSG00000276022.1,ENST00000611935,ENST00000611935.1,,,,,762,54107066,54115801,CHR_HSCHR19LRC_PGF2_CTG3_1,54107066,54115801,protein_coding,-1
ENSG00000276022,ENSG00000276022.1,ENST00000611935,ENST00000611935.1,,,,,762,54107066,54115801,CHR_HSCHR19LRC_PGF2_CTG3_1,54107066,54115801,protein_coding,-1
ENSG00000276022,ENSG00000276022.1,ENST00000611935,ENST00000611935.1,,,,,762,54107066,54115801,CHR_HSCHR19LRC_PGF2_CTG3_1,54107066,54115801,protein_coding,-1
ENSG00000276022,ENSG00000276022.1,ENST00000611935,ENST00000611935.1,,,54107066,54107102,762,54107066,54115801,CHR_HSCHR19LRC_PGF2_CTG3_1,54107066,54115801,protein_coding,-1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,54115536,54115923,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,54118397,54118404,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,,,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,,,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,,,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,,,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,,,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,,,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,,,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,,,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,,,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,,,,,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000615175,ENST00000615175.4,,,54131500,54131896,1476,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,54115536,54115923,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,54118397,54118404,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,,,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000274144,ENSG00000274144.4,ENST00000620142,ENST00000620142.1,,,54131610,54131896,1500,54115536,54131896,CHR_HSCHR19LRC_PGF2_CTG3_1,54115536,54131896,protein_coding,1
ENSG00000278284,ENSG00000278284.1,ENST00000622572,ENST00000622572.1,54800762,54801011,,,783,54782118,54801011,CHR_HSCHR19LRC_PGF2_CTG3_1,54782118,54801011,protein_coding,-1
ENSG00000278284,ENSG00000278284.1,ENST00000622572,ENST00000622572.1,54796951,54797069,,,783,54782118,54801011,CHR_HSCHR19LRC_PGF2_CTG3_1,54782118,54801011,protein_coding,-1
ENSG00000278284,ENSG00000278284.1,ENST00000622572,ENST00000622572.1,54794574,54794602,,,783,54782118,54801011,CHR_HSCHR19LRC_PGF2_CTG3_1,54782118,54801011,protein_coding,-1
