Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,5' UTR start,5' UTR end,3' UTR start,3' UTR end,Gene start (bp),Gene end (bp),Transcript start (bp),Transcript end (bp),Gene type,Strand,Chromosome/scaffold name
ENSMUSG00000095693,ENSMUSG00000095693.2,ENSMUST00000179056,ENSMUST00000179056.2,,,,,5248359,5249441,5248359,5249441,protein_coding,-1,Y
ENSMUSG00000094227,ENSMUSG00000094227.2,ENSMUST00000178689,ENSMUST00000178689.2,,,,,13941738,13942280,13941738,13942280,protein_coding,1,Y
ENSMUSG00000095927,ENSMUSG00000095927.2,ENSMUST00000179302,ENSMUST00000179302.2,,,,,18654482,18655024,18654482,18655024,protein_coding,1,Y
ENSMUSG00000074922,ENSMUSG00000074922.2,ENSMUST00000099556,ENSMUST00000099556.2,,,,,24453866,24454720,24453866,24454720,protein_coding,-1,19
ENSMUSG00000094391,ENSMUSG00000094391.2,ENSMUST00000179532,ENSMUST00000179532.2,,,,,30768610,30770106,30768610,30770106,protein_coding,1,X
ENSMUSG00000094472,ENSMUSG00000094472.2,ENSMUST00000178312,ENSMUST00000178312.2,,,,,15135322,15136821,15135322,15136821,protein_coding,1,16
ENSMUSG00000063905,ENSMUSG00000063905.3,ENSMUST00000081471,ENSMUST00000081471.3,,,,,65660492,65660662,65660492,65660662,protein_coding,1,13
ENSMUSG00000054745,ENSMUSG00000054745.2,ENSMUST00000067987,ENSMUST00000067987.2,,,,,24842097,24842405,24842097,24842405,protein_coding,-1,18
ENSMUSG00000079374,ENSMUSG00000079374.3,ENSMUST00000112755,ENSMUST00000112755.3,,,,,147396249,147398149,147396249,147398149,protein_coding,-1,X
ENSMUSG00000079374,ENSMUSG00000079374.3,ENSMUST00000112755,ENSMUST00000112755.3,,,,,147396249,147398149,147396249,147398149,protein_coding,-1,X
ENSMUSG00000079374,ENSMUSG00000079374.3,ENSMUST00000112755,ENSMUST00000112755.3,,,,,147396249,147398149,147396249,147398149,protein_coding,-1,X
ENSMUSG00000092124,ENSMUSG00000092124.2,ENSMUST00000164667,ENSMUST00000164667.2,31742565,31742566,31742978,31743804,31742565,31743804,31742565,31743804,protein_coding,1,18
ENSMUSG00000095386,ENSMUSG00000095386.2,ENSMUST00000179793,ENSMUST00000179793.2,,,,,104714526,104716334,104714526,104716334,protein_coding,1,4
ENSMUSG00000095386,ENSMUSG00000095386.2,ENSMUST00000179793,ENSMUST00000179793.2,,,,,104714526,104716334,104714526,104716334,protein_coding,1,4
ENSMUSG00000074473,ENSMUSG00000074473.2,ENSMUST00000098935,ENSMUST00000098935.2,12328819,12329546,12330066,12330657,12328819,12330657,12328819,12330657,protein_coding,1,8
ENSMUSG00000116057,ENSMUSG00000116057.2,ENSMUST00000080253,ENSMUST00000080253.5,23283241,23283318,23284216,23284299,23283241,23284299,23283241,23284299,protein_coding,1,13
ENSMUSG00000093922,ENSMUSG00000093922.2,ENSMUST00000179601,ENSMUST00000179601.2,,,,,88228405,88228821,88228405,88228821,protein_coding,1,17
ENSMUSG00000093922,ENSMUSG00000093922.2,ENSMUST00000179601,ENSMUST00000179601.2,,,,,88228405,88228821,88228405,88228821,protein_coding,1,17
ENSMUSG00000093922,ENSMUSG00000093922.2,ENSMUST00000179601,ENSMUST00000179601.2,,,,,88228405,88228821,88228405,88228821,protein_coding,1,17
ENSMUSG00000095470,ENSMUSG00000095470.2,ENSMUST00000179133,ENSMUST00000179133.2,,,,,20004506,20004841,20004506,20004841,protein_coding,1,12
ENSMUSG00000038555,ENSMUSG00000038555.8,ENSMUST00000043484,ENSMUST00000043484.8,,,34979523,34980516,34973642,34980516,34973642,34980516,protein_coding,1,18
ENSMUSG00000038555,ENSMUSG00000038555.8,ENSMUST00000043484,ENSMUST00000043484.8,,,,,34973642,34980516,34973642,34980516,protein_coding,1,18
ENSMUSG00000038555,ENSMUSG00000038555.8,ENSMUST00000043484,ENSMUST00000043484.8,,,,,34973642,34980516,34973642,34980516,protein_coding,1,18
ENSMUSG00000038555,ENSMUSG00000038555.8,ENSMUST00000043484,ENSMUST00000043484.8,,,,,34973642,34980516,34973642,34980516,protein_coding,1,18
ENSMUSG00000038555,ENSMUSG00000038555.8,ENSMUST00000043484,ENSMUST00000043484.8,,,,,34973642,34980516,34973642,34980516,protein_coding,1,18
ENSMUSG00000038555,ENSMUSG00000038555.8,ENSMUST00000043484,ENSMUST00000043484.8,,,,,34973642,34980516,34973642,34980516,protein_coding,1,18
ENSMUSG00000038555,ENSMUSG00000038555.8,ENSMUST00000043484,ENSMUST00000043484.8,,,,,34973642,34980516,34973642,34980516,protein_coding,1,18
ENSMUSG00000038555,ENSMUSG00000038555.8,ENSMUST00000043484,ENSMUST00000043484.8,34973642,34973808,,,34973642,34980516,34973642,34980516,protein_coding,1,18
ENSMUSG00000094296,ENSMUSG00000094296.2,ENSMUST00000180105,ENSMUST00000180105.2,,,,,64689543,64809845,64689543,64809845,protein_coding,1,15
ENSMUSG00000094296,ENSMUSG00000094296.2,ENSMUST00000180105,ENSMUST00000180105.2,,,,,64689543,64809845,64689543,64809845,protein_coding,1,15
ENSMUSG00000094296,ENSMUSG00000094296.2,ENSMUST00000180105,ENSMUST00000180105.2,,,,,64689543,64809845,64689543,64809845,protein_coding,1,15
ENSMUSG00000079024,ENSMUSG00000079024.3,ENSMUST00000110100,ENSMUST00000110100.3,,,,,64851393,64886753,64851393,64886753,protein_coding,-1,15
ENSMUSG00000079024,ENSMUSG00000079024.3,ENSMUST00000110100,ENSMUST00000110100.3,,,,,64851393,64886753,64851393,64886753,protein_coding,-1,15
ENSMUSG00000069475,ENSMUSG00000069475.2,ENSMUST00000092094,ENSMUST00000092094.2,,,,,61172328,61172393,61172328,61172393,protein_coding,1,19
ENSMUSG00000095993,ENSMUSG00000095993.2,ENSMUST00000179346,ENSMUST00000179346.2,,,,,61285340,61285507,61285340,61285507,protein_coding,-1,19
ENSMUSG00000022591,ENSMUSG00000022591.6,ENSMUST00000023262,ENSMUST00000023262.6,82210833,82211802,82212118,82213654,82210833,82213654,82210833,82213654,protein_coding,1,1
ENSMUSG00000078590,ENSMUSG00000078590.2,ENSMUST00000106431,ENSMUST00000106431.2,,,,,122706719,122713009,122706719,122713009,protein_coding,-1,3
ENSMUSG00000078590,ENSMUSG00000078590.2,ENSMUST00000106431,ENSMUST00000106431.2,,,,,122706719,122713009,122706719,122713009,protein_coding,-1,3
ENSMUSG00000078590,ENSMUSG00000078590.2,ENSMUST00000106431,ENSMUST00000106431.2,,,,,122706719,122713009,122706719,122713009,protein_coding,-1,3
ENSMUSG00000078590,ENSMUSG00000078590.2,ENSMUST00000106431,ENSMUST00000106431.2,,,,,122706719,122713009,122706719,122713009,protein_coding,-1,3
ENSMUSG00000097221,ENSMUSG00000097221.2,ENSMUST00000180521,ENSMUST00000180521.2,,,,,12321524,12321985,12321524,12321985,protein_coding,-1,15
ENSMUSG00000063656,ENSMUSG00000063656.7,ENSMUST00000043711,ENSMUST00000043711.9,,,,,73123151,73132045,73123151,73132045,protein_coding,-1,5
ENSMUSG00000063656,ENSMUSG00000063656.7,ENSMUST00000043711,ENSMUST00000043711.9,,,,,73123151,73132045,73123151,73132045,protein_coding,-1,5
ENSMUSG00000079433,ENSMUSG00000079433.2,ENSMUST00000113205,ENSMUST00000113205.2,,,,,85194826,85194913,85194826,85194913,protein_coding,1,9
ENSMUSG00000079433,ENSMUSG00000079433.2,ENSMUST00000113205,ENSMUST00000113205.2,,,,,85194826,85194913,85194826,85194913,protein_coding,1,9
ENSMUSG00000091096,ENSMUSG00000091096.2,ENSMUST00000167618,ENSMUST00000167618.2,,,,,106756964,106757067,106756964,106757067,protein_coding,1,5
ENSMUSG00000091096,ENSMUSG00000091096.2,ENSMUST00000167618,ENSMUST00000167618.2,,,,,106756964,106757067,106756964,106757067,protein_coding,1,5
ENSMUSG00000116179,ENSMUSG00000116179.2,ENSMUST00000073468,ENSMUST00000073468.5,,,,,84564989,84565936,84564989,84565936,protein_coding,1,7
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,57310405,57310426,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,,,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000002658,ENSMUSG00000002658.10,ENSMUST00000002733,ENSMUST00000002733.7,57318121,57318288,,,57310405,57318288,57310405,57318288,protein_coding,-1,17
ENSMUSG00000090863,ENSMUSG00000090863.2,ENSMUST00000170573,ENSMUST00000170573.2,31743252,31743316,31740117,31742690,31740117,31743316,31740117,31743316,protein_coding,-1,13
ENSMUSG00000078677,ENSMUSG00000078677.2,ENSMUST00000107486,ENSMUST00000107486.2,,,,,66015653,66036057,66015653,66036057,protein_coding,1,7
ENSMUSG00000078677,ENSMUSG00000078677.2,ENSMUST00000107486,ENSMUST00000107486.2,,,,,66015653,66036057,66015653,66036057,protein_coding,1,7
ENSMUSG00000078677,ENSMUSG00000078677.2,ENSMUST00000107486,ENSMUST00000107486.2,,,,,66015653,66036057,66015653,66036057,protein_coding,1,7
ENSMUSG00000078984,ENSMUSG00000078984.2,ENSMUST00000090195,ENSMUST00000090195.5,,,,,116239006,116239232,116239006,116239232,protein_coding,1,12
ENSMUSG00000078984,ENSMUSG00000078984.2,ENSMUST00000090195,ENSMUST00000090195.5,,,,,116239006,116239232,116239006,116239232,protein_coding,1,12
ENSMUSG00000094958,ENSMUSG00000094958.2,ENSMUST00000178992,ENSMUST00000178992.2,108581004,108581109,,,108576846,108639101,108576846,108639101,protein_coding,1,4
ENSMUSG00000094958,ENSMUSG00000094958.2,ENSMUST00000178992,ENSMUST00000178992.2,108576846,108577009,,,108576846,108639101,108576846,108639101,protein_coding,1,4
ENSMUSG00000094958,ENSMUSG00000094958.2,ENSMUST00000178992,ENSMUST00000178992.2,,,108638094,108639101,108576846,108639101,108576846,108639101,protein_coding,1,4
ENSMUSG00000094958,ENSMUSG00000094958.2,ENSMUST00000178992,ENSMUST00000178992.2,108584653,108584727,,,108576846,108639101,108576846,108639101,protein_coding,1,4
ENSMUSG00000070023,ENSMUSG00000070023.6,ENSMUST00000093494,ENSMUST00000093494.6,,,,,60883058,60956232,60883058,60956232,protein_coding,-1,8
ENSMUSG00000070023,ENSMUSG00000070023.6,ENSMUST00000093494,ENSMUST00000093494.6,,,,,60883058,60956232,60883058,60956232,protein_coding,-1,8
ENSMUSG00000070023,ENSMUSG00000070023.6,ENSMUST00000093494,ENSMUST00000093494.6,,,,,60883058,60956232,60883058,60956232,protein_coding,-1,8
ENSMUSG00000095330,ENSMUSG00000095330.2,ENSMUST00000178907,ENSMUST00000178907.2,,,,,58048762,58049214,58048762,58049214,protein_coding,-1,17
ENSMUSG00000045506,ENSMUSG00000045506.4,ENSMUST00000050753,ENSMUST00000050753.4,,,,,64170295,64170786,64170295,64170786,protein_coding,-1,17
ENSMUSG00000096240,ENSMUSG00000096240.2,ENSMUST00000178898,ENSMUST00000178898.2,,,,,67244069,67263430,67244069,67263430,protein_coding,1,2
ENSMUSG00000096240,ENSMUSG00000096240.2,ENSMUST00000178898,ENSMUST00000178898.2,,,,,67244069,67263430,67244069,67263430,protein_coding,1,2
ENSMUSG00000096240,ENSMUSG00000096240.2,ENSMUST00000178898,ENSMUST00000178898.2,,,,,67244069,67263430,67244069,67263430,protein_coding,1,2
ENSMUSG00000096240,ENSMUSG00000096240.2,ENSMUST00000178898,ENSMUST00000178898.2,,,,,67244069,67263430,67244069,67263430,protein_coding,1,2
ENSMUSG00000091195,ENSMUSG00000091195.2,ENSMUST00000165626,ENSMUST00000165626.2,,,,,31132376,31132462,31132376,31132462,protein_coding,-1,11
ENSMUSG00000058932,ENSMUSG00000058932.7,ENSMUST00000079663,ENSMUST00000079663.7,,,,,55493325,55493726,55493325,55493726,protein_coding,1,X
ENSMUSG00000053861,ENSMUSG00000053861.2,ENSMUST00000066583,ENSMUST00000066583.2,,,,,74198173,74198655,74198173,74198655,protein_coding,1,18
ENSMUSG00000094127,ENSMUSG00000094127.2,ENSMUST00000178024,ENSMUST00000178024.2,,,,,85503397,85505016,85503397,85505016,protein_coding,1,1
ENSMUSG00000094127,ENSMUSG00000094127.2,ENSMUST00000178024,ENSMUST00000178024.2,,,,,85503397,85505016,85503397,85505016,protein_coding,1,1
ENSMUSG00000094030,ENSMUSG00000094030.2,ENSMUST00000177665,ENSMUST00000177665.2,,,,,82625270,82626769,82625270,82626769,protein_coding,1,16
ENSMUSG00000096597,ENSMUSG00000096597.2,ENSMUST00000178391,ENSMUST00000178391.2,,,,,80132512,80133177,80132512,80133177,protein_coding,-1,18
ENSMUSG00000096597,ENSMUSG00000096597.2,ENSMUST00000178391,ENSMUST00000178391.2,,,,,80132512,80133177,80132512,80133177,protein_coding,-1,18
ENSMUSG00000091768,ENSMUSG00000091768.2,ENSMUST00000164344,ENSMUST00000164344.2,,,,,55280775,55281361,55280775,55281361,protein_coding,-1,13
ENSMUSG00000091768,ENSMUSG00000091768.2,ENSMUST00000164344,ENSMUST00000164344.2,,,,,55280775,55281361,55280775,55281361,protein_coding,-1,13
ENSMUSG00000068068,ENSMUSG00000068068.2,ENSMUST00000089098,ENSMUST00000089098.2,,,,,88966378,88966536,88966378,88966536,protein_coding,1,16
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000115154,ENSMUST00000115154.11,,,25452305,25453595,25452305,25459098,25452305,25459098,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000115154,ENSMUST00000115154.11,,,,,25452305,25459098,25452305,25459098,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000115154,ENSMUST00000115154.11,,,,,25452305,25459098,25452305,25459098,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000115154,ENSMUST00000115154.11,,,,,25452305,25459098,25452305,25459098,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000115154,ENSMUST00000115154.11,,,,,25452305,25459098,25452305,25459098,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000115154,ENSMUST00000115154.11,,,,,25452305,25459098,25452305,25459098,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000115154,ENSMUST00000115154.11,,,,,25452305,25459098,25452305,25459098,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000115154,ENSMUST00000115154.11,,,,,25452305,25459098,25452305,25459098,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000115154,ENSMUST00000115154.11,,,,,25452305,25459098,25452305,25459098,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000115154,ENSMUST00000115154.11,,,,,25452305,25459098,25452305,25459098,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000115154,ENSMUST00000115154.11,25459086,25459098,,,25452305,25459098,25452305,25459098,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000038973,ENSMUST00000038973.7,,,25453291,25453595,25452305,25459098,25453291,25459090,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000038973,ENSMUST00000038973.7,,,,,25452305,25459098,25453291,25459090,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000038973,ENSMUST00000038973.7,,,,,25452305,25459098,25453291,25459090,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000038973,ENSMUST00000038973.7,,,,,25452305,25459098,25453291,25459090,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000038973,ENSMUST00000038973.7,,,,,25452305,25459098,25453291,25459090,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000038973,ENSMUST00000038973.7,,,,,25452305,25459098,25453291,25459090,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000038973,ENSMUST00000038973.7,,,,,25452305,25459098,25453291,25459090,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000038973,ENSMUST00000038973.7,,,,,25452305,25459098,25453291,25459090,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000038973,ENSMUST00000038973.7,,,,,25452305,25459098,25453291,25459090,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000038973,ENSMUST00000038973.7,,,,,25452305,25459098,25453291,25459090,protein_coding,-1,17
ENSMUSG00000035521,ENSMUSG00000035521.14,ENSMUST00000038973,ENSMUST00000038973.7,25459086,25459090,,,25452305,25459098,25453291,25459090,protein_coding,-1,17
ENSMUSG00000015126,ENSMUSG00000015126.10,ENSMUST00000063574,ENSMUST00000063574.7,,,25461636,25461772,25459144,25461772,25459144,25461772,protein_coding,1,17
ENSMUSG00000015126,ENSMUSG00000015126.10,ENSMUST00000063574,ENSMUST00000063574.7,,,,,25459144,25461772,25459144,25461772,protein_coding,1,17
ENSMUSG00000015126,ENSMUSG00000015126.10,ENSMUST00000063574,ENSMUST00000063574.7,,,,,25459144,25461772,25459144,25461772,protein_coding,1,17
ENSMUSG00000015126,ENSMUSG00000015126.10,ENSMUST00000063574,ENSMUST00000063574.7,,,,,25459144,25461772,25459144,25461772,protein_coding,1,17
ENSMUSG00000015126,ENSMUSG00000015126.10,ENSMUST00000063574,ENSMUST00000063574.7,,,,,25459144,25461772,25459144,25461772,protein_coding,1,17
ENSMUSG00000015126,ENSMUSG00000015126.10,ENSMUST00000063574,ENSMUST00000063574.7,25459144,25459226,,,25459144,25461772,25459144,25461772,protein_coding,1,17
ENSMUSG00000079061,ENSMUSG00000079061.4,ENSMUST00000110441,ENSMUST00000110441.2,,,,,74361884,74363168,74361884,74363168,protein_coding,-1,12
ENSMUSG00000079061,ENSMUSG00000079061.4,ENSMUST00000110441,ENSMUST00000110441.2,,,,,74361884,74363168,74361884,74363168,protein_coding,-1,12
ENSMUSG00000079061,ENSMUSG00000079061.4,ENSMUST00000110441,ENSMUST00000110441.2,,,,,74361884,74363168,74361884,74363168,protein_coding,-1,12
ENSMUSG00000079061,ENSMUSG00000079061.4,ENSMUST00000110441,ENSMUST00000110441.2,,,,,74361884,74363168,74361884,74363168,protein_coding,-1,12
ENSMUSG00000097704,ENSMUSG00000097704.2,ENSMUST00000180473,ENSMUST00000180473.2,,,,,52234863,52234949,52234863,52234949,protein_coding,1,10
ENSMUSG00000078129,ENSMUSG00000078129.4,ENSMUST00000104928,ENSMUST00000104928.2,154393696,154394049,154395091,154395196,154393696,154395196,154393696,154395196,protein_coding,1,2
ENSMUSG00000096463,ENSMUSG00000096463.2,ENSMUST00000098874,ENSMUST00000098874.4,,,,,73898665,73900161,73898665,73900161,protein_coding,1,14
ENSMUSG00000025218,ENSMUSG00000025218.7,ENSMUST00000026239,ENSMUST00000026239.7,,,,,45540714,45548970,45540714,45548970,protein_coding,-1,19
ENSMUSG00000025218,ENSMUSG00000025218.7,ENSMUST00000026239,ENSMUST00000026239.7,,,,,45540714,45548970,45540714,45548970,protein_coding,-1,19
ENSMUSG00000025218,ENSMUSG00000025218.7,ENSMUST00000026239,ENSMUST00000026239.7,,,,,45540714,45548970,45540714,45548970,protein_coding,-1,19
ENSMUSG00000025218,ENSMUSG00000025218.7,ENSMUST00000026239,ENSMUST00000026239.7,,,,,45540714,45548970,45540714,45548970,protein_coding,-1,19
ENSMUSG00000025218,ENSMUSG00000025218.7,ENSMUST00000026239,ENSMUST00000026239.7,45548131,45548155,,,45540714,45548970,45540714,45548970,protein_coding,-1,19
ENSMUSG00000025218,ENSMUSG00000025218.7,ENSMUST00000026239,ENSMUST00000026239.7,45548925,45548970,,,45540714,45548970,45540714,45548970,protein_coding,-1,19
ENSMUSG00000025218,ENSMUSG00000025218.7,ENSMUST00000026239,ENSMUST00000026239.7,,,45540714,45541244,45540714,45548970,45540714,45548970,protein_coding,-1,19
ENSMUSG00000025218,ENSMUSG00000025218.7,ENSMUST00000026239,ENSMUST00000026239.7,,,,,45540714,45548970,45540714,45548970,protein_coding,-1,19
ENSMUSG00000025218,ENSMUSG00000025218.7,ENSMUST00000026239,ENSMUST00000026239.7,,,,,45540714,45548970,45540714,45548970,protein_coding,-1,19
ENSMUSG00000078742,ENSMUSG00000078742.2,ENSMUST00000108014,ENSMUST00000108014.2,,,,,53752507,53752699,53752507,53752699,protein_coding,1,3
ENSMUSG00000078742,ENSMUSG00000078742.2,ENSMUST00000108014,ENSMUST00000108014.2,,,,,53752507,53752699,53752507,53752699,protein_coding,1,3
ENSMUSG00000090441,ENSMUSG00000090441.3,ENSMUST00000166227,ENSMUST00000166227.3,,,,,97580347,97582010,97580347,97582010,protein_coding,-1,3
ENSMUSG00000090441,ENSMUSG00000090441.3,ENSMUST00000166227,ENSMUST00000166227.3,,,,,97580347,97582010,97580347,97582010,protein_coding,-1,3
ENSMUSG00000072968,ENSMUSG00000072968.5,ENSMUST00000076982,ENSMUST00000076982.7,,,,,9640892,9641290,9640892,9641290,protein_coding,1,17
ENSMUSG00000091731,ENSMUSG00000091731.2,ENSMUST00000169859,ENSMUST00000169859.2,,,,,58549428,58554032,58549428,58554032,protein_coding,-1,10
ENSMUSG00000091731,ENSMUSG00000091731.2,ENSMUST00000169859,ENSMUST00000169859.2,,,,,58549428,58554032,58549428,58554032,protein_coding,-1,10
ENSMUSG00000040065,ENSMUSG00000040065.9,ENSMUST00000168148,ENSMUST00000168148.2,12405701,12405750,12407860,12409474,12405269,12409474,12405269,12409474,protein_coding,1,19
ENSMUSG00000040065,ENSMUSG00000040065.9,ENSMUST00000168148,ENSMUST00000168148.2,12405269,12405412,,,12405269,12409474,12405269,12409474,protein_coding,1,19
ENSMUSG00000025226,ENSMUSG00000025226.12,ENSMUST00000026256,ENSMUST00000026256.9,,,46318731,46318885,46316623,46318885,46316623,46318885,protein_coding,1,19
ENSMUSG00000025226,ENSMUSG00000025226.12,ENSMUST00000026256,ENSMUST00000026256.9,,,,,46316623,46318885,46316623,46318885,protein_coding,1,19
ENSMUSG00000025226,ENSMUSG00000025226.12,ENSMUST00000026256,ENSMUST00000026256.9,,,,,46316623,46318885,46316623,46318885,protein_coding,1,19
ENSMUSG00000025226,ENSMUSG00000025226.12,ENSMUST00000026256,ENSMUST00000026256.9,46316623,46316912,,,46316623,46318885,46316623,46318885,protein_coding,1,19
ENSMUSG00000025226,ENSMUSG00000025226.12,ENSMUST00000177667,ENSMUST00000177667.2,46316842,46316912,,,46316623,46318885,46316626,46318884,protein_coding,1,19
ENSMUSG00000025226,ENSMUSG00000025226.12,ENSMUST00000177667,ENSMUST00000177667.2,46316626,46316740,,,46316623,46318885,46316626,46318884,protein_coding,1,19
ENSMUSG00000025226,ENSMUSG00000025226.12,ENSMUST00000177667,ENSMUST00000177667.2,,,46318731,46318884,46316623,46318885,46316626,46318884,protein_coding,1,19
ENSMUSG00000025226,ENSMUSG00000025226.12,ENSMUST00000177667,ENSMUST00000177667.2,,,,,46316623,46318885,46316626,46318884,protein_coding,1,19
ENSMUSG00000025226,ENSMUSG00000025226.12,ENSMUST00000177667,ENSMUST00000177667.2,,,,,46316623,46318885,46316626,46318884,protein_coding,1,19
ENSMUSG00000091312,ENSMUSG00000091312.2,ENSMUST00000166779,ENSMUST00000166779.2,,,,,11630417,11631075,11630417,11631075,protein_coding,-1,2
ENSMUSG00000091312,ENSMUSG00000091312.2,ENSMUST00000166779,ENSMUST00000166779.2,,,,,11630417,11631075,11630417,11631075,protein_coding,-1,2
ENSMUSG00000091604,ENSMUSG00000091604.3,ENSMUST00000163472,ENSMUST00000163472.3,,,,,99600057,99603371,99600057,99603371,protein_coding,-1,15
ENSMUSG00000091604,ENSMUSG00000091604.3,ENSMUST00000163472,ENSMUST00000163472.3,,,,,99600057,99603371,99600057,99603371,protein_coding,-1,15
ENSMUSG00000079600,ENSMUSG00000079600.3,ENSMUST00000114890,ENSMUST00000114890.3,,,,,163786761,163787825,163786761,163787825,protein_coding,-1,X
ENSMUSG00000079600,ENSMUSG00000079600.3,ENSMUST00000114890,ENSMUST00000114890.3,,,,,163786761,163787825,163786761,163787825,protein_coding,-1,X
ENSMUSG00000079600,ENSMUSG00000079600.3,ENSMUST00000114890,ENSMUST00000114890.3,,,,,163786761,163787825,163786761,163787825,protein_coding,-1,X
ENSMUSG00000094168,ENSMUSG00000094168.2,ENSMUST00000178039,ENSMUST00000178039.2,,,,,39353525,39354232,39353525,39354232,protein_coding,-1,17
ENSMUSG00000094168,ENSMUSG00000094168.2,ENSMUST00000178039,ENSMUST00000178039.2,,,,,39353525,39354232,39353525,39354232,protein_coding,-1,17
ENSMUSG00000079740,ENSMUSG00000079740.2,ENSMUST00000115822,ENSMUST00000115822.2,,,,,10630779,10630858,10630779,10630858,protein_coding,1,16
ENSMUSG00000079740,ENSMUSG00000079740.2,ENSMUST00000115822,ENSMUST00000115822.2,,,,,10630779,10630858,10630779,10630858,protein_coding,1,16
ENSMUSG00000078488,ENSMUSG00000078488.2,ENSMUST00000105596,ENSMUST00000105596.2,,,,,6690629,6711761,6690629,6711761,protein_coding,-1,10
ENSMUSG00000078488,ENSMUSG00000078488.2,ENSMUST00000105596,ENSMUST00000105596.2,,,,,6690629,6711761,6690629,6711761,protein_coding,-1,10
ENSMUSG00000078240,ENSMUSG00000078240.3,ENSMUST00000105038,ENSMUST00000105038.3,34869412,34870467,34870951,34871067,34869412,34871067,34869412,34871067,protein_coding,1,18
ENSMUSG00000092047,ENSMUSG00000092047.2,ENSMUST00000171980,ENSMUST00000171980.2,,,,,129839612,129841356,129839612,129841356,protein_coding,1,6
ENSMUSG00000092047,ENSMUSG00000092047.2,ENSMUST00000171980,ENSMUST00000171980.2,,,,,129839612,129841356,129839612,129841356,protein_coding,1,6
